instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1,2011-01-01,winter,2011,January,no,Saturday,no,Mist + Broken clouds,8.692971012163184,8.652146998318774,80.58330000000001,10.749882,331,654,985
2,2011-01-02,winter,2011,January,no,Sunday,no,Mist + Broken clouds,9.823906348944092,7.795684161115972,69.6087,16.652113,131,670,801
3,2011-01-03,winter,2011,January,no,Monday,yes,Few clouds,0.03699071170087542,-6.441212853742009,43.7273,16.636703,120,1229,1349
4,2011-01-04,winter,2011,January,no,Tuesday,yes,Clear,0.2499305327632424,-4.473150313509743,59.0435,10.739832,108,1454,1562
5,2011-01-05,winter,2011,January,no,Wednesday,yes,Partly cloudy,1.8286485625702316,-2.9875520197252268,43.695699999999995,12.522300000000001,82,1518,1600
6,2011-01-06,winter,2011,January,no,Thursday,yes,Clear,0.5045681405682938,-2.6463010470626926,51.8261,6.0008684,88,1518,1606
7,2011-01-07,winter,2011,January,no,Friday,yes,Mist,0.04624387224209059,-4.7575694410170115,49.8696,11.304642,148,1362,1510
8,2011-01-08,winter,2011,January,no,Saturday,no,Mist,-1.799820220037316,-8.793410152234156,53.5833,17.875868,68,891,959
9,2011-01-09,winter,2011,January,no,Sunday,no,Partly cloudy,-3.361554600749672,-12.785414104840683,43.416700000000006,24.25065,54,768,822
10,2011-01-10,winter,2011,January,no,Monday,yes,Clear,-2.6295007604637597,-9.778091176677522,48.2917,14.958889,41,1280,1321
11,2011-01-11,winter,2011,January,no,Tuesday,yes,Mist,-1.5602336391885432,-6.262833632439097,68.6364,8.182844000000001,43,1220,1263
12,2011-01-12,winter,2011,January,no,Wednesday,yes,Partly cloudy,-1.3472938181261762,-8.947705146474314,59.954499999999996,20.410009,25,1137,1162
13,2011-01-13,winter,2011,January,no,Thursday,yes,Partly cloudy,-1.799820220037316,-9.77852434622901,47.0417,20.166999999999998,38,1368,1406
14,2011-01-14,winter,2011,January,no,Friday,yes,Few clouds,-2.0416908088677816,-6.527153692757301,53.7826,8.478716,54,1367,1421
15,2011-01-15,winter,2011,January,no,Saturday,no,Mist,2.2020545854232694,-1.3551958818964547,49.875,10.583521,222,1026,1248
16,2011-01-16,winter,2011,January,no,Sunday,no,Few clouds,2.104486449589965,-2.5589740654826354,48.375,12.625010999999999,251,953,1204
17,2011-01-17,winter,2011,January,yes,Monday,no,Mist + Few clouds,-1.165393079891933,-7.535745676442822,53.75,12.999139,117,883,1000
18,2011-01-18,winter,2011,January,no,Tuesday,yes,Mist,1.226021841246867,-2.7221923524834537,86.16669999999999,9.833924999999999,9,674,683
19,2011-01-19,winter,2011,January,no,Wednesday,yes,Mist + Few clouds,5.6480369867243425,3.0033561451795343,74.1739,13.957239,78,1572,1650
20,2011-01-20,winter,2011,January,no,Thursday,yes,Mist + Broken clouds,3.861415666276155,-0.7541298122511915,53.833299999999994,13.125568,83,1844,1927
21,2011-01-21,winter,2011,January,no,Friday,yes,Partly cloudy,-1.0677663797514034,-9.176418669660174,45.7083,23.667214,75,1468,1543
22,2011-01-22,winter,2011,January,no,Saturday,no,Clear,-8.0,-16.0,40.0,11.52199,93,888,981
23,2011-01-23,winter,2011,January,no,Sunday,no,Clear,-5.810204419337386,-14.287290910370132,43.6522,16.5222,150,836,986
24,2011-01-24,winter,2011,January,no,Monday,yes,Clear,-5.759276897776376,-12.633371592268265,49.173899999999996,10.60811,86,1330,1416
25,2011-01-25,winter,2011,January,no,Tuesday,yes,Mist + Cloudy,1.6249033377418556,-2.5322041872006533,61.695699999999995,8.696332,186,1799,1985
26,2011-01-26,winter,2011,January,no,Wednesday,yes,Light Snow,1.2748059091635202,-5.211444497066523,86.25,19.68795,34,472,506
27,2011-01-27,winter,2011,January,no,Thursday,yes,Partly cloudy,-0.04289100335112295,-3.8166385412739707,68.75,7.627078999999999,15,416,431
28,2011-01-28,winter,2011,January,no,Friday,yes,Mist + Broken clouds,0.4536171932843942,-3.5032836877272864,79.30430000000001,8.2611,38,1129,1167
29,2011-01-29,winter,2011,January,no,Saturday,no,Clear,0.04624387224209059,-4.4728037778685525,65.17389999999999,9.739455,123,975,1098
30,2011-01-30,winter,2011,January,no,Sunday,no,Clear,1.2175300166995502,-1.1637349401385961,72.2174,4.956834199999999,140,956,1096
31,2011-01-31,winter,2011,January,no,Monday,yes,Mist + Broken clouds,-0.8725715437775667,-6.71454284073117,60.375,12.541864,42,1459,1501
32,2011-02-01,winter,2011,February,no,Tuesday,yes,Mist + Few clouds,-0.2083937355629617,-2.531857651559463,82.9565,3.565271,47,1313,1360
33,2011-02-02,winter,2011,February,no,Wednesday,yes,Mist + Broken clouds,3.7637889661356283,-0.8089690774696177,77.5417,17.708636,72,1454,1526
34,2011-02-03,winter,2011,February,no,Thursday,yes,Partly cloudy,-0.5139237263446912,-7.439841937743298,43.7826,18.609384,61,1489,1550
35,2011-02-04,winter,2011,February,no,Friday,yes,Mist + Few clouds,0.9119414616105974,-3.0467229804585383,58.521699999999996,8.565213,88,1620,1708
36,2011-02-05,winter,2011,February,no,Saturday,no,Mist,2.2020545854232694,-1.7930436645408996,92.91669999999999,10.792293,100,905,1005
37,2011-02-06,winter,2011,February,no,Sunday,no,Partly cloudy,5.276680714624106,2.418490616759936,56.833299999999994,9.5006,354,1269,1623
38,2011-02-07,winter,2011,February,no,Monday,yes,Few clouds,4.447058738504886,3.45697129949815,73.83330000000001,3.0423561,120,1592,1712
39,2011-02-08,winter,2011,February,no,Tuesday,yes,Clear,1.4700007451373551,-5.675282452800269,53.7917,24.25065,64,1466,1530
40,2011-02-09,winter,2011,February,no,Wednesday,yes,Mist + Few clouds,-3.569457891390873,-10.350308154193659,49.4783,12.652213,53,1552,1605
41,2011-02-10,winter,2011,February,no,Thursday,yes,Partly cloudy,-3.0092902928040903,-9.894180616476406,43.7391,14.869645,47,1491,1538
42,2011-02-11,winter,2011,February,no,Friday,yes,Partly cloudy,-0.38894749473108003,-4.352989079926871,50.6364,7.272849999999999,149,1597,1746
43,2011-02-12,winter,2011,February,no,Saturday,no,Clear,1.5676274452778856,-2.668392694188599,54.4167,13.625589,288,1184,1472
44,2011-02-13,winter,2011,February,no,Sunday,no,Partly cloudy,7.073960738986862,5.229067934637076,45.7391,17.479160999999998,397,1192,1589
45,2011-02-14,winter,2011,February,no,Monday,yes,Partly cloudy,12.841256585680952,11.66050953340551,37.583299999999994,27.999836,208,1705,1913
46,2011-02-15,winter,2011,February,no,Tuesday,yes,Partly cloudy,4.1202699042012565,-0.8213577266421872,31.434800000000003,19.522058,140,1675,1815
47,2011-02-16,winter,2011,February,no,Wednesday,yes,Few clouds,7.175804069247434,4.543533802451581,42.3478,16.869996999999998,218,1897,2115
48,2011-02-17,winter,2011,February,no,Thursday,yes,Few clouds,14.061326798055067,14.286210086707417,50.5,15.416968,259,2216,2475
49,2011-02-18,winter,2011,February,no,Friday,yes,Partly cloudy,19.088135544223153,21.50498066226111,51.6667,17.749975000000003,579,2348,2927
50,2011-02-19,winter,2011,February,no,Saturday,no,Few clouds,11.914007909421205,11.058750392477862,18.7917,34.000021,532,1103,1635
51,2011-02-20,winter,2011,February,no,Sunday,no,Partly cloudy,5.2406051013748165,1.17607370918099,40.7826,14.956745,639,1173,1812
52,2011-02-21,winter,2011,February,yes,Monday,no,Mist + Cloudy,6.301556091024386,1.7604194341388002,60.5,20.625682,195,912,1107
53,2011-02-22,winter,2011,February,no,Tuesday,yes,Partly cloudy,-0.791225721044996,-6.733342399265766,57.7778,13.110761,74,1376,1450
54,2011-02-23,winter,2011,February,no,Wednesday,yes,Clear,1.5230600074812788,-1.5626840970593818,42.3043,6.3055710000000005,139,1778,1917
55,2011-02-24,winter,2011,February,no,Thursday,yes,Mist + Few clouds,5.851723647245498,2.2036385192216983,69.7391,16.783231999999998,100,1707,1807
56,2011-02-25,winter,2011,February,no,Friday,yes,Mist + Broken clouds,9.874857296227987,7.511698203160197,71.2174,23.218113,120,1341,1461
57,2011-02-26,winter,2011,February,no,Saturday,no,Few clouds,5.08148587865027,1.5972877810482764,53.7917,12.500257,424,1545,1969
58,2011-02-27,winter,2011,February,no,Sunday,no,Partly cloudy,8.652620204486627,7.567836977033085,68.0,8.391615999999999,694,1708,2402
59,2011-02-28,winter,2011,February,no,Monday,yes,Mist + Broken clouds,12.388730183769812,11.813678286811793,87.63640000000001,19.408962,81,1365,1446
60,2011-03-01,winter,2011,March,no,Tuesday,yes,Partly cloudy,4.154237202390522,0.010760981766971156,53.5,14.500475,137,1714,1851
61,2011-03-02,winter,2011,March,no,Wednesday,yes,Partly cloudy,8.15611200785111,4.878893669213877,44.9583,20.624811,231,1903,2134
62,2011-03-03,winter,2011,March,no,Thursday,yes,Few clouds,0.15230383262271197,-5.511804264068559,31.833299999999998,15.125518000000001,123,1562,1685
63,2011-03-04,winter,2011,March,no,Friday,yes,Mist + Few clouds,3.861415666276155,-0.6996370826739557,61.0417,13.624182,214,1730,1944
64,2011-03-05,winter,2011,March,no,Saturday,no,Mist + Cloudy,11.03554330107811,9.964997274969729,78.91669999999999,16.875357,640,1437,2077
65,2011-03-06,winter,2011,March,no,Sunday,no,Mist + Few clouds,10.587819172359243,8.879734280670768,94.8261,23.000229,114,491,605
66,2011-03-07,winter,2011,March,no,Monday,yes,Partly cloudy,3.8656322963962015,-2.1912997501793043,55.1304,22.870584,244,1628,1872
67,2011-03-08,winter,2011,March,no,Tuesday,yes,Clear,5.667128950879002,3.347985840343675,42.0833,8.083549999999999,316,1817,2133
68,2011-03-09,winter,2011,March,no,Wednesday,yes,Mist + Few clouds,5.862323786852839,1.9798631289228048,77.5417,14.750050000000002,191,1700,1891
69,2011-03-10,winter,2011,March,no,Thursday,yes,Light Snow,11.323913949843536,10.561818283010407,0.0,17.545759,46,577,623
70,2011-03-11,winter,2011,March,no,Friday,yes,Mist + Broken clouds,7.073960738986862,3.5732340071176303,64.95649999999999,15.60899,247,1730,1977
71,2011-03-12,winter,2011,March,no,Saturday,no,Few clouds,7.814506403820086,5.370887645794365,59.458299999999994,14.791924999999999,724,1408,2132
72,2011-03-13,winter,2011,March,no,Sunday,no,Clear,11.046143440685448,10.078660965280278,52.73910000000001,18.130468,982,1435,2417
73,2011-03-14,winter,2011,March,no,Monday,yes,Clear,7.5831773902897375,5.912349585154832,49.695699999999995,9.174042,359,1687,2046
74,2011-03-15,winter,2011,March,no,Tuesday,yes,Mist + Cloudy,7.124853121963534,4.714895677020383,65.5652,12.348703,289,1767,2056
75,2011-03-16,winter,2011,March,no,Wednesday,yes,Mist,9.92574967920466,8.938472071852587,77.65220000000001,13.608839,321,1871,2192
76,2011-03-17,winter,2011,March,no,Thursday,yes,Few clouds,12.841256585680952,12.698643680502535,60.291700000000006,14.041792999999998,424,2320,2744
77,2011-03-18,winter,2011,March,no,Friday,yes,Partly cloudy,20.161794988540088,22.806741798393958,52.5217,15.478139,884,2355,3239
78,2011-03-19,winter,2011,March,no,Saturday,no,Few clouds,16.208704250996156,17.566776367949444,37.9167,24.667189,1424,1693,3117
79,2011-03-20,winter,2011,March,no,Sunday,no,Partly cloudy,8.009701239793923,5.370887645794365,47.375,13.917307,1047,1424,2471
80,2011-03-21,spring,2011,March,no,Monday,yes,Mist + Cloudy,13.745196667666,12.646836602144532,73.73910000000001,19.348461,401,1676,2077
81,2011-03-22,spring,2011,March,no,Tuesday,yes,Few clouds,14.402990966393311,15.324430867714742,62.4583,15.125250000000001,460,2243,2703
82,2011-03-23,spring,2011,March,no,Wednesday,yes,Mist + Broken clouds,8.856365429315005,6.426868378412717,83.9565,15.695487,203,1918,2121
83,2011-03-24,spring,2011,March,no,Thursday,yes,Mist + Few clouds,5.2278966467074515,0.6132131939769963,80.58330000000001,16.333729,166,1699,1865
84,2011-03-25,spring,2011,March,no,Friday,yes,Few clouds,4.007826434333337,-0.6447978174555296,49.5,15.458575000000002,300,1910,2210
85,2011-03-26,spring,2011,March,no,Saturday,no,Clear,4.105394570166643,-0.5357257243907565,39.4167,14.041257,981,1515,2496
86,2011-03-27,spring,2011,March,no,Sunday,no,Mist + Few clouds,3.3563570807860987,-1.1622621636635362,49.3913,12.348099999999999,472,1221,1693
87,2011-03-28,spring,2011,March,no,Monday,yes,Partly cloudy,4.01842657394068,-0.5354658226598605,30.2174,14.217668,222,1806,2028
88,2011-03-29,spring,2011,March,no,Tuesday,yes,Few clouds,6.252772023107731,2.5256567637981533,31.4167,15.208732,317,2108,2425
89,2011-03-30,spring,2011,March,no,Wednesday,yes,Mist + Broken clouds,6.106361255050549,2.910484593340424,64.6667,11.583495999999998,168,1368,1536
90,2011-03-31,spring,2011,March,no,Thursday,yes,Light Snow,4.251805338223829,-0.5353791887495642,91.8333,14.582282000000001,179,1506,1685
91,2011-04-01,spring,2011,April,no,Friday,yes,Mist + Broken clouds,6.106361255050549,1.70661977584394,68.625,17.333436,307,1920,2227
92,2011-04-02,spring,2011,April,no,Saturday,no,Mist + Cloudy,6.984825863393649,4.4947589109539905,65.375,13.208782,898,1354,2252
93,2011-04-03,spring,2011,April,no,Sunday,no,Partly cloudy,10.693879132739866,9.96395766804616,48.0,12.208271000000002,1651,1598,3249
94,2011-04-04,spring,2011,April,no,Monday,yes,Partly cloudy,22.113919041200113,24.185953650332934,42.625,25.833257,734,2381,3115
95,2011-04-05,spring,2011,April,no,Tuesday,yes,Mist,12.792472517764303,11.66050953340551,64.2083,26.000488999999998,167,1628,1795
96,2011-04-06,spring,2011,April,no,Wednesday,yes,Partly cloudy,11.425932973025777,10.729888068987893,47.0833,17.625221,413,2395,2808
97,2011-04-07,spring,2011,April,no,Thursday,yes,Few clouds,14.158953498195597,14.722671726787098,60.291700000000006,10.874904,571,2570,3141
98,2011-04-08,spring,2011,April,no,Friday,yes,Mist + Few clouds,8.204896075767763,5.260775945806024,83.625,15.208464,172,1299,1471
99,2011-04-09,spring,2011,April,no,Saturday,no,Mist + Few clouds,8.595344312022657,6.73788411638137,87.75,8.916561,879,1576,2455
100,2011-04-10,spring,2011,April,no,Sunday,no,Mist + Cloudy,13.524526358050213,14.119786345025584,85.75,9.833389,1188,1707,2895
101,2011-04-11,spring,2011,April,no,Monday,yes,Mist + Broken clouds,23.42101581410742,26.116850243047487,71.6956,21.739758,855,2493,3348
102,2011-04-12,spring,2011,April,no,Tuesday,yes,Mist + Broken clouds,17.965633467682345,19.865087374236438,73.9167,18.416892999999998,257,1777,2034
103,2011-04-13,spring,2011,April,no,Wednesday,yes,Mist + Cloudy,12.694845817623769,13.300749357071371,81.91669999999999,16.791338999999997,209,1953,2162
104,2011-04-14,spring,2011,April,no,Thursday,yes,Clear,15.91588271488179,17.239040285293342,54.041700000000006,7.4169,529,2738,3267
105,2011-04-15,spring,2011,April,yes,Friday,no,Clear,14.695812502507675,15.434542567703087,67.125,15.167124999999999,642,2484,3126
106,2011-04-16,spring,2011,April,no,Saturday,no,Light Snow,13.768505261940703,14.011927126704979,88.83330000000001,22.834136,121,674,795
107,2011-04-17,spring,2011,April,no,Sunday,no,Partly cloudy,15.281455574736409,15.762278650359185,47.9583,20.334232,1558,2186,3744
108,2011-04-18,spring,2011,April,no,Monday,yes,Partly cloudy,18.551276539911076,20.739396796960563,54.25,10.958988999999999,669,2760,3429
109,2011-04-19,spring,2011,April,no,Tuesday,yes,Mist,18.160828303656185,19.536225050746474,66.5833,10.584057,409,2795,3204
110,2011-04-20,spring,2011,April,no,Wednesday,yes,Partly cloudy,23.382831885798108,26.04537726705192,61.4167,16.208975,613,3331,3944
111,2011-04-21,spring,2011,April,no,Thursday,yes,Clear,15.427866342793585,16.472330179158924,40.708299999999994,21.792286,745,3444,4189
112,2011-04-22,spring,2011,April,no,Friday,yes,Mist,8.253738707991637,5.042025322304397,72.9583,14.707906999999999,177,1506,1683
113,2011-04-23,spring,2011,April,no,Saturday,no,Mist,15.476650410710246,16.145633703426398,88.79169999999999,15.458575000000002,1462,2574,4036
114,2011-04-24,spring,2011,April,no,Sunday,no,Mist + Cloudy,22.60199397759554,24.95127761390259,81.08330000000001,12.875725000000001,1710,2481,4191
115,2011-04-25,spring,2011,April,no,Monday,yes,Few clouds,24.066101658167362,26.921072832340805,77.6667,12.417311,773,3300,4073
116,2011-04-26,spring,2011,April,no,Tuesday,yes,Partly cloudy,25.53020933873919,28.617624697700165,72.9167,21.875500000000002,678,3722,4400
117,2011-04-27,spring,2011,April,no,Wednesday,yes,Mist + Broken clouds,24.846939566369933,26.976691802751915,83.54169999999999,20.917399999999997,547,3325,3872
118,2011-04-28,spring,2011,April,no,Thursday,yes,Mist + Few clouds,24.700528798312753,27.304774421049203,70.08330000000001,21.500836000000003,569,3489,4058
119,2011-04-29,spring,2011,April,no,Friday,yes,Partly cloudy,18.404865771853895,20.247056284738882,45.7083,16.084221,878,3717,4595
120,2011-04-30,spring,2011,April,no,Saturday,no,Few clouds,16.208704250996156,17.349845056564064,50.3333,15.750025,1965,3347,5312
121,2011-05-01,spring,2011,May,no,Sunday,no,Mist + Few clouds,14.988634038622042,15.979556497385754,76.2083,7.125718,1138,2213,3351
122,2011-05-02,spring,2011,May,no,Monday,yes,Mist,20.69865399285216,23.31129769196761,73.0,12.291418,847,3554,4401
123,2011-05-03,spring,2011,May,no,Tuesday,yes,Mist + Broken clouds,24.651744730396096,27.57767123848688,69.7083,22.958689,603,3848,4451
124,2011-05-04,spring,2011,May,no,Wednesday,yes,Mist + Cloudy,12.792472517764303,12.206303168280858,73.70830000000001,22.042732,255,2378,2633
125,2011-05-05,spring,2011,May,no,Thursday,yes,Partly cloudy,15.427866342793585,15.434889103344275,44.4167,19.791263999999998,614,3819,4433
126,2011-05-06,spring,2011,May,no,Friday,yes,Partly cloudy,16.59915248725105,18.22450101492938,59.0,15.292482,894,3714,4608
127,2011-05-07,spring,2011,May,no,Saturday,no,Clear,18.990508844082626,21.56025309703103,54.125,10.750150000000001,1612,3102,4714
128,2011-05-08,spring,2011,May,no,Sunday,no,Partly cloudy,19.47852521617083,22.107086338829944,63.1667,5.0007125,1401,2932,4333
129,2011-05-09,spring,2011,May,no,Monday,yes,Partly cloudy,19.722562684368537,22.65400621453916,58.875,11.792,664,3698,4362
130,2011-05-10,spring,2011,May,no,Tuesday,yes,Clear,19.722562684368537,22.43525559103753,48.9167,7.749956999999999,694,4109,4803
131,2011-05-11,spring,2011,May,no,Wednesday,yes,Partly cloudy,20.308205756597268,22.927249567618027,63.29169999999999,8.083014,550,3632,4182
132,2011-05-12,spring,2011,May,no,Thursday,yes,Clear,19.868973452425724,22.490874561448642,74.75,12.707689,695,4169,4864
133,2011-05-13,spring,2011,May,no,Friday,yes,Mist + Cloudy,18.551276539911076,19.973033226467344,86.33330000000001,12.041575,692,3413,4105
134,2011-05-14,spring,2011,May,no,Saturday,no,Mist + Cloudy,19.03929291199928,20.52133924474132,92.25,9.041649999999999,902,2507,3409
135,2011-05-15,spring,2011,May,no,Sunday,no,Mist,21.479491901054732,23.585667285880355,86.70830000000001,10.249593,1582,2971,4553
136,2011-05-16,spring,2011,May,no,Monday,yes,Partly cloudy,22.35795650939783,24.842898592120193,78.79169999999999,8.500357000000001,773,3185,3958
137,2011-05-17,spring,2011,May,no,Tuesday,yes,Mist + Broken clouds,21.430707833138083,23.804764445023174,83.7917,18.582718,678,3445,4123
138,2011-05-18,spring,2011,May,no,Wednesday,yes,Mist + Broken clouds,20.74743806076882,22.819650251028314,87.0,13.499964,536,3319,3855
139,2011-05-19,spring,2011,May,no,Thursday,yes,Mist,19.624935984228014,21.397467979581705,82.9583,7.250271000000001,735,3840,4575
140,2011-05-20,spring,2011,May,no,Friday,yes,Partly cloudy,19.966600152566254,22.982868538029138,71.9583,8.375871,909,4008,4917
141,2011-05-21,spring,2011,May,no,Saturday,no,Partly cloudy,23.82206418996966,26.702322208839178,62.6667,8.083549999999999,2258,3547,5805
142,2011-05-22,spring,2011,May,no,Sunday,no,Few clouds,23.919690890110182,26.921072832340805,74.9583,9.916536,1576,3084,4660
143,2011-05-23,spring,2011,May,no,Monday,yes,Mist + Few clouds,25.53020933873919,28.289542079402878,81.0,15.667413999999999,836,3438,4274
144,2011-05-24,spring,2011,May,no,Tuesday,yes,Mist + Broken clouds,27.189511855284863,29.547206555194208,74.0833,13.875164,659,3833,4492
145,2011-05-25,spring,2011,May,no,Wednesday,yes,Partly cloudy,27.238295923201512,30.47670177877795,69.625,10.333611000000001,740,4238,4978
146,2011-05-26,spring,2011,May,no,Thursday,yes,Partly cloudy,30.020100516287982,33.868072831290704,67.75,13.376014,758,3919,4677
147,2011-05-27,spring,2011,May,no,Friday,yes,Clear,28.458424699882848,32.33638529722782,65.375,16.125493,871,3808,4679
148,2011-05-28,spring,2011,May,no,Saturday,no,Partly cloudy,26.945474387087145,30.202678720506412,72.9583,15.416164,2001,2757,4758
149,2011-05-29,spring,2011,May,no,Sunday,no,Few clouds,27.628744159456403,30.47739485006033,81.875,14.333846,2355,2433,4788
150,2011-05-30,spring,2011,May,yes,Monday,no,Clear,31.48420819685981,35.28921549581375,68.5,8.792075,1549,2549,4098
151,2011-05-31,spring,2011,May,no,Tuesday,yes,Partly cloudy,33.924407185915264,39.992657119784774,63.6667,7.459042999999999,673,3309,3982
152,2011-06-01,spring,2011,June,no,Wednesday,yes,Mist + Few clouds,33.28998004576988,39.61008177191025,67.7083,13.875164,513,3461,3974
153,2011-06-02,spring,2011,June,no,Thursday,yes,Partly cloudy,30.410548752542873,32.93710483123189,30.5,19.583229000000003,736,4232,4968
154,2011-06-03,spring,2011,June,no,Friday,yes,Few clouds,24.846939566369933,28.015519021131325,35.4167,16.959107,898,4414,5312
155,2011-06-04,spring,2011,June,no,Saturday,no,Clear,25.725404174713034,28.670731284712637,45.625,8.250514,1869,3473,5342
156,2011-06-05,spring,2011,June,no,Sunday,no,Mist + Few clouds,26.5062420829156,30.586033773573618,65.25,9.292364000000001,1685,3221,4906
157,2011-06-06,spring,2011,June,no,Monday,yes,Partly cloudy,28.263171299601787,31.023881556218065,60.0,8.167032,673,3875,4548
158,2011-06-07,spring,2011,June,no,Tuesday,yes,Clear,29.971316448371326,33.977404826086364,59.791700000000006,12.583136,763,4070,4833
159,2011-06-08,spring,2011,June,no,Wednesday,yes,Partly cloudy,33.973191253831914,40.15691501370916,62.20830000000001,9.166739,676,3725,4401
160,2011-06-09,spring,2011,June,no,Thursday,yes,Mist,35.87653123857529,42.78192249572869,56.833299999999994,10.042161,563,3352,3915
161,2011-06-10,spring,2011,June,no,Friday,yes,Partly cloudy,32.753121041457796,38.078827407398855,60.5,9.417118,815,3771,4586
162,2011-06-11,spring,2011,June,no,Saturday,no,Partly cloudy,30.996191824771607,35.89097463674139,65.45830000000001,10.374949999999998,1729,3237,4966
163,2011-06-12,spring,2011,June,no,Sunday,no,Partly cloudy,29.09285184002823,32.88365170857823,74.7917,10.958988999999999,1467,2993,4460
164,2011-06-13,spring,2011,June,no,Monday,yes,Partly cloudy,25.725404174713034,29.273530032563855,49.4583,20.45845,863,4157,5020
165,2011-06-14,spring,2011,June,no,Tuesday,yes,Clear,23.919690890110182,28.39783446727497,50.708299999999994,18.041961,727,4164,4891
166,2011-06-15,spring,2011,June,no,Wednesday,yes,Partly cloudy,25.23738780262483,28.069318679426182,47.1667,11.250104,769,4411,5180
167,2011-06-16,spring,2011,June,no,Thursday,yes,Mist + Broken clouds,25.334955938458137,28.727043326406125,68.8333,13.833556999999999,545,3222,3767
168,2011-06-17,spring,2011,June,no,Friday,yes,Few clouds,26.555084715139472,29.16341833257551,73.5833,9.582942999999998,863,3981,4844
169,2011-06-18,spring,2011,June,no,Saturday,no,Clear,29.336889308225942,32.93814443815547,67.0417,8.000336,1807,3312,5119
170,2011-06-19,spring,2011,June,no,Sunday,no,Mist,29.48330007628313,33.10205579643866,66.6667,6.834,1639,3105,4744
171,2011-06-20,spring,2011,June,no,Monday,yes,Mist,25.725404174713034,28.727043326406125,74.625,10.416825,699,3311,4010
172,2011-06-21,summer,2011,June,no,Tuesday,yes,Mist + Broken clouds,28.409582067658974,32.391657731997746,77.0417,11.458675000000001,774,4061,4835
173,2011-06-22,summer,2011,June,no,Wednesday,yes,Few clouds,31.48420819685981,37.259010714251964,70.75,11.541554,661,3846,4507
174,2011-06-23,summer,2011,June,no,Thursday,yes,Mist + Few clouds,31.191386660745444,37.25935724989316,70.3333,15.999868,746,4044,4790
175,2011-06-24,summer,2011,June,no,Friday,yes,Clear,30.947407756854957,34.03224409130479,57.3333,14.875675,969,4022,4991
176,2011-06-25,summer,2011,June,no,Saturday,no,Few clouds,29.23926260808541,32.882612101654665,48.3333,14.041257,1782,3420,5202
177,2011-06-26,summer,2011,June,no,Sunday,no,Few clouds,28.360797999742317,32.39018495552268,51.3333,6.3337311,1920,3385,5305
178,2011-06-27,summer,2011,June,no,Monday,yes,Mist + Cloudy,28.507208767799504,32.336038761586636,65.8333,7.2083960000000005,854,3854,4708
179,2011-06-28,summer,2011,June,no,Tuesday,yes,Partly cloudy,32.11869390131241,37.14889901426362,63.416700000000006,9.666960999999999,732,3916,4648
180,2011-06-29,summer,2011,June,no,Wednesday,yes,Partly cloudy,31.191386660745444,33.868072831290704,49.7917,17.542007,848,4377,5225
181,2011-06-30,summer,2011,June,no,Thursday,yes,Few clouds,29.336889308225942,32.33638529722782,43.416700000000006,12.415904000000001,1027,4488,5515
182,2011-07-01,summer,2011,July,no,Friday,yes,Partly cloudy,30.849781056714427,33.649235573878784,39.625,6.874736,1246,4116,5362
183,2011-07-02,summer,2011,July,no,Saturday,no,Partly cloudy,31.77702973297417,34.96139277924735,44.4583,7.709154,2204,2915,5119
